"record_type","platform","locale","product_id","product_type","reference_name","display_name","short_description","subtitle","promotional_text","keywords","description","review_notes"
"iap","apple","ja","com.crossplatformkorea.moonlitbeacon.continue_coin","consumable","Continue Coin","コンティニューコイン","","","","","倒れた場所から再開。スコアと遺物は維持。","消耗型商品です。タイトル画面のストアでコインを事前に購入します。敗北時にコインを持っている場合、「コンティニュー」でちょうど1枚を消費し、倒れた場所からスコア・レベル・遺物を維持したままそのランを再開します。所持数が0の場合、「コンティニュー」は現在のランを終了してタイトル画面のストアへ移動し、結果画面内では購入されません。1回の購入でちょうど1枚を付与し、コインは累積して再購入できます。"
"iap","apple","zh-Hans","com.crossplatformkorea.moonlitbeacon.continue_coin","consumable","Continue Coin","继续游戏金币","","","","","从倒下之处继续。分数与遗物保留。","消耗型商品。请提前在标题画面的商店购买金币。失败时若持有金币，点击“继续游戏”会恰好消耗一枚，并从倒下之处继续本局，保留分数、等级与遗物。余额为零时，“继续游戏”会结束当前对局并前往标题商店，结算画面内不会发生购买。每次购买恰好发放一枚金币；金币可累加并可重复购买。"
"iap","apple","zh-Hant","com.crossplatformkorea.moonlitbeacon.continue_coin","consumable","Continue Coin","繼續遊戲金幣","","","","","從倒下之處繼續。分數與遺物保留。","消耗型商品。請提前在標題畫面的商店購買金幣。失敗時若持有金幣，點擊「繼續遊戲」會恰好消耗一枚，並從倒下之處繼續本局，保留分數、等級與遺物。餘額為零時，「繼續遊戲」會結束目前對局並前往標題商店，結算畫面內不會發生購買。每次購買恰好發放一枚金幣；金幣可累加並可重複購買。"
"iap","google","en-US","com.crossplatformkorea.moonlitbeacon.continue_coin_5","consumable","Continue Coins 5","Continue Coins ×5","","","","","Five continue coins. Lower price per coin.",""
"iap","google","ko-KR","com.crossplatformkorea.moonlitbeacon.continue_coin_5","consumable","Continue Coins 5","이어하기 코인 5개","","","","","코인 5개 묶음. 개당 가격이 내려갑니다.",""
"iap","google","ja-JP","com.crossplatformkorea.moonlitbeacon.continue_coin_5","consumable","Continue Coins 5","コンティニューコイン 5個","","","","","コンティニューコイン5枚。1枚あたりが安い。",""
"iap","google","zh-CN","com.crossplatformkorea.moonlitbeacon.continue_coin_5","consumable","Continue Coins 5","继续游戏金币 5 个","","","","","继续游戏金币5枚，单价更低。",""
"iap","google","zh-TW","com.crossplatformkorea.moonlitbeacon.continue_coin_5","consumable","Continue Coins 5","繼續遊戲金幣 5 個","","","","","繼續遊戲金幣5枚，單價更低。",""
"iap","apple","en-US","com.crossplatformkorea.moonlitbeacon.continue_coin_5","consumable","Continue Coins 5","Continue Coins ×5","","","","","Five continue coins. Lower price per coin.","Consumable. Buy coins in advance from Store on the title screen. After defeat, if a coin is held, tap Continue to spend exactly one coin and resume that run where you fell with score, level, and relics preserved. With zero coins, Continue ends the current run and moves to the title-screen Store; no purchase occurs on the result screen. Grants exactly five (5) coins per purchase; coins stack and it can be bought again."
"iap","apple","ko","com.crossplatformkorea.moonlitbeacon.continue_coin_5","consumable","Continue Coins 5","이어하기 코인 5개","","","","","코인 5개 묶음. 개당 가격이 내려갑니다.","소모성 상품입니다. 타이틀 화면의 상점에서 코인을 미리 구매합니다. 패배했을 때 코인을 보유했다면 이어하기를 눌러 정확히 1개를 사용하고, 쓰러진 자리에서 점수·레벨·유물을 유지한 채 그 판을 이어갑니다. 코인이 0개라면 이어하기는 현재 판을 끝내고 타이틀 상점으로 이동하며 결과 화면에서는 구매가 일어나지 않습니다. 구매 한 번에 정확히 5개를 지급하며 코인은 누적되고 다시 구매할 수 있습니다."
"iap","apple","ja","com.crossplatformkorea.moonlitbeacon.continue_coin_5","consumable","Continue Coins 5","コンティニューコイン 5個","","","","","コンティニューコイン5枚。1枚あたりが安い。","消耗型商品です。タイトル画面のストアでコインを事前に購入します。敗北時にコインを持っている場合、「コンティニュー」でちょうど1枚を消費し、倒れた場所からスコア・レベル・遺物を維持したままそのランを再開します。所持数が0の場合、「コンティニュー」は現在のランを終了してタイトル画面のストアへ移動し、結果画面内では購入されません。1回の購入でちょうど5枚を付与し、コインは累積して再購入できます。"
"iap","apple","zh-Hans","com.crossplatformkorea.moonlitbeacon.continue_coin_5","consumable","Continue Coins 5","继续游戏金币 5 个","","","","","继续游戏金币5枚，单价更低。","消耗型商品。请提前在标题画面的商店购买金币。失败时若持有金币，点击“继续游戏”会恰好消耗一枚，并从倒下之处继续本局，保留分数、等级与遗物。余额为零时，“继续游戏”会结束当前对局并前往标题商店，结算画面内不会发生购买。本商品每次购买恰好发放五枚金币；金币可累加并可重复购买。"
"iap","apple","zh-Hant","com.crossplatformkorea.moonlitbeacon.continue_coin_5","consumable","Continue Coins 5","繼續遊戲金幣 5 個","","","","","繼續遊戲金幣5枚，單價更低。","消耗型商品。請提前在標題畫面的商店購買金幣。失敗時若持有金幣，點擊「繼續遊戲」會恰好消耗一枚，並從倒下之處繼續本局，保留分數、等級與遺物。餘額為零時，「繼續遊戲」會結束目前對局並前往標題商店，結算畫面內不會發生購買。本商品每次購買恰好發放五枚金幣；金幣可累加並可重複購買。"
"iap","google","en-US","com.crossplatformkorea.moonlitbeacon.continue_coin_10","consumable","Continue Coins 10","Continue Coins ×10","","","","","Ten continue coins. Best price per coin.",""
"iap","google","ko-KR","com.crossplatformkorea.moonlitbeacon.continue_coin_10","consumable","Continue Coins 10","이어하기 코인 10개","","","","","코인 10개 묶음. 개당 가격이 가장 쌉니다.",""
"iap","google","ja-JP","com.crossplatformkorea.moonlitbeacon.continue_coin_10","consumable","Continue Coins 10","コンティニューコイン 10個","","","","","コンティニューコイン10枚。1枚あたり最安。",""
"iap","google","zh-CN","com.crossplatformkorea.moonlitbeacon.continue_coin_10","consumable","Continue Coins 10","继续游戏金币 10 个","","","","","继续游戏金币10枚，单价最低。",""
"iap","google","zh-TW","com.crossplatformkorea.moonlitbeacon.continue_coin_10","consumable","Continue Coins 10","繼續遊戲金幣 10 個","","","","","繼續遊戲金幣10枚，單價最低。",""
"iap","apple","en-US","com.crossplatformkorea.moonlitbeacon.continue_coin_10","consumable","Continue Coins 10","Continue Coins ×10","","","","","Ten continue coins. Best price per coin.","Consumable. Buy coins in advance from Store on the title screen. After defeat, if a coin is held, tap Continue to spend exactly one coin and resume that run where you fell with score, level, and relics preserved. With zero coins, Continue ends the current run and moves to the title-screen Store; no purchase occurs on the result screen. Grants exactly ten (10) coins per purchase; coins stack and it can be bought again."
"iap","apple","ko","com.crossplatformkorea.moonlitbeacon.continue_coin_10","consumable","Continue Coins 10","이어하기 코인 10개","","","","","코인 10개 묶음. 개당 가격이 가장 쌉니다.","소모성 상품입니다. 타이틀 화면의 상점에서 코인을 미리 구매합니다. 패배했을 때 코인을 보유했다면 이어하기를 눌러 정확히 1개를 사용하고, 쓰러진 자리에서 점수·레벨·유물을 유지한 채 그 판을 이어갑니다. 코인이 0개라면 이어하기는 현재 판을 끝내고 타이틀 상점으로 이동하며 결과 화면에서는 구매가 일어나지 않습니다. 구매 한 번에 정확히 10개를 지급하며 코인은 누적되고 다시 구매할 수 있습니다."
"iap","apple","ja","com.crossplatformkorea.moonlitbeacon.continue_coin_10","consumable","Continue Coins 10","コンティニューコイン 10個","","","","","コンティニューコイン10枚。1枚あたり最安。","消耗型商品です。タイトル画面のストアでコインを事前に購入します。敗北時にコインを持っている場合、「コンティニュー」でちょうど1枚を消費し、倒れた場所からスコア・レベル・遺物を維持したままそのランを再開します。所持数が0の場合、「コンティニュー」は現在のランを終了してタイトル画面のストアへ移動し、結果画面内では購入されません。1回の購入でちょうど10枚を付与し、コインは累積して再購入できます。"
"iap","apple","zh-Hans","com.crossplatformkorea.moonlitbeacon.continue_coin_10","consumable","Continue Coins 10","继续游戏金币 10 个","","","","","继续游戏金币10枚，单价最低。","消耗型商品。请提前在标题画面的商店购买金币。失败时若持有金币，点击“继续游戏”会恰好消耗一枚，并从倒下之处继续本局，保留分数、等级与遗物。余额为零时，“继续游戏”会结束当前对局并前往标题商店，结算画面内不会发生购买。本商品每次购买恰好发放十枚金币；金币可累加并可重复购买。"
"iap","apple","zh-Hant","com.crossplatformkorea.moonlitbeacon.continue_coin_10","consumable","Continue Coins 10","繼續遊戲金幣 10 個","","","","","繼續遊戲金幣10枚，單價最低。","消耗型商品。請提前在標題畫面的商店購買金幣。失敗時若持有金幣，點擊「繼續遊戲」會恰好消耗一枚，並從倒下之處繼續本局，保留分數、等級與遺物。餘額為零時，「繼續遊戲」會結束目前對局並前往標題商店，結算畫面內不會發生購買。本商品每次購買恰好發放十枚金幣；金幣可累加並可重複購買。"
